Wall time,Step,Value
1703138510.381181,1,0.30147236585617065
1703138521.961405,2,0.213051438331604
1703138533.393698,3,0.1707650125026703
1703138545.057254,4,0.14560268819332123
1703138556.9378278,5,0.1289701610803604
1703138568.8423257,6,0.11556804925203323
1703138580.6104805,7,0.10718584805727005
1703138592.8480508,8,0.10048507153987885
1703138604.346771,9,0.09379105269908905
1703138616.3973289,10,0.08974216878414154
1703138628.4484954,11,0.08824644237756729
1703138640.6685739,12,0.08483991026878357
1703138652.6916091,13,0.08222643285989761
1703138664.8285053,14,0.07948124408721924
1703138677.1710336,15,0.0795593336224556
1703138689.2219272,16,0.08116675168275833
1703138701.376223,17,0.08323056995868683
1703138713.2665336,18,0.07815380394458771
1703138725.3389897,19,0.07646197825670242
1703138737.193381,20,0.07546611875295639
1703138749.1393769,21,0.07658209651708603
1703138761.3025453,22,0.075912706553936
1703138773.2903717,23,0.07646248489618301
1703138785.3998084,24,0.08237595856189728
1703138797.3766317,25,0.08189424872398376
1703138809.2027826,26,0.08055157214403152
1703138821.230313,27,0.08059176802635193
1703138833.315491,28,0.08166693150997162
1703138845.4742637,29,0.08674617111682892
1703138857.5228658,30,0.08723696321249008
1703138869.6717796,31,0.08601504564285278
1703138881.549183,32,0.08652389049530029
1703138893.6383321,33,0.08984074741601944
1703138905.661676,34,0.09235537052154541
1703138917.6775994,35,0.09473749995231628
1703138929.7735426,36,0.09430883824825287
1703138941.803312,37,0.09084826707839966
1703138953.8124518,38,0.0961592048406601
1703138965.7608502,39,0.10070229321718216
1703138977.7283328,40,0.10469722002744675
1703138989.725714,41,0.10820036381483078
1703139001.6997647,42,0.10246848315000534
1703139013.7656243,43,0.10125456005334854
1703139025.8561673,44,0.11418363451957703
1703139037.8123953,45,0.10754410177469254
1703139049.8618407,46,0.11646135151386261
1703139061.9404845,47,0.1239088922739029
1703139073.764843,48,0.1160697415471077
1703139085.7376466,49,0.12101665884256363
1703139097.4911952,50,0.12896272540092468
1703139109.5094864,51,0.12395069003105164
1703139121.3715038,52,0.12018754333257675
1703139133.3474429,53,0.1231776773929596
1703139145.1798224,54,0.13242092728614807
1703139156.947283,55,0.13279657065868378
1703139168.8619068,56,0.13535986840724945
1703139180.673647,57,0.13697366416454315
1703139192.4592447,58,0.14702412486076355
1703139204.1888237,59,0.14276696741580963
1703139216.366458,60,0.14940527081489563
1703139228.2006252,61,0.13798029720783234
1703139240.0475628,62,0.15531957149505615
1703139251.9404473,63,0.15435954928398132
1703139263.4825711,64,0.14241141080856323
1703139275.2423646,65,0.15144608914852142
1703139286.8234205,66,0.15185785293579102
1703139298.408868,67,0.1546413004398346
1703139309.9875278,68,0.15547680854797363
1703139321.591622,69,0.159580796957016
1703139333.4415698,70,0.16669704020023346
1703139345.0206091,71,0.1760207861661911
1703139356.8299482,72,0.15434859693050385
1703139368.624194,73,0.1630936712026596
1703139380.2271936,74,0.16542910039424896
1703139392.0924942,75,0.18265081942081451
1703139404.053319,76,0.16122081875801086
1703139415.9383981,77,0.19334258139133453
1703139427.5778472,78,0.18104197084903717
1703139439.112205,79,0.19597269594669342
1703139450.8275077,80,0.1924707144498825
1703139462.5456343,81,0.17298726737499237
1703139474.3427668,82,0.17936116456985474
1703139486.1181378,83,0.1799224615097046
1703139497.9319518,84,0.17826175689697266
1703139509.1889765,85,0.18226194381713867
1703139520.678389,86,0.19377757608890533
1703139532.3843715,87,0.20394980907440186
1703139544.0882435,88,0.20695637166500092
1703139555.685452,89,0.1969665288925171
1703139567.2044094,90,0.20768480002880096
1703139578.711603,91,0.2099522054195404
1703139590.2769597,92,0.20343740284442902
1703139602.2080986,93,0.20441338419914246
1703139613.971147,94,0.19689667224884033
1703139625.4013658,95,0.18372730910778046
1703139637.0321012,96,0.1814710944890976
1703139649.1360629,97,0.18368814885616302
1703139660.7321253,98,0.20539772510528564
1703139672.3009062,99,0.2013317346572876
1703139683.8526208,100,0.21459810435771942
1703139695.7155852,101,0.2064400613307953
1703139707.5267289,102,0.2153804898262024
1703139718.9327726,103,0.21007999777793884
1703139730.511795,104,0.19550561904907227
1703139742.0136826,105,0.1939428448677063
1703139753.7026446,106,0.20021101832389832
1703139765.1554964,107,0.2091621607542038
1703139776.8385565,108,0.2350039780139923
1703139788.2751234,109,0.211589515209198
1703139799.7647061,110,0.24847166240215302
1703139811.1064289,111,0.23379433155059814
1703139822.4978602,112,0.19702307879924774
1703139833.967102,113,0.2241308093070984
1703139845.4145718,114,0.22342462837696075
1703139856.911901,115,0.22505943477153778
1703139868.7462177,116,0.22441674768924713
1703139880.2631743,117,0.23467455804347992
1703139891.7638004,118,0.2132340967655182
1703139903.5735807,119,0.22376291453838348
1703139915.056357,120,0.20254477858543396
1703139926.5786514,121,0.23227795958518982
1703139937.9660978,122,0.19824457168579102
1703139949.633161,123,0.24596326053142548
1703139961.1273947,124,0.22654378414154053
1703139972.584286,125,0.21828855574131012
1703139984.10696,126,0.22220543026924133
1703139995.647971,127,0.22825276851654053
1703140007.334039,128,0.2369101643562317
1703140018.9509058,129,0.2241925746202469
1703140030.5438392,130,0.24783048033714294
1703140041.8808267,131,0.23705002665519714
1703140053.3738315,132,0.23611564934253693
1703140064.8167124,133,0.2521675229072571
1703140076.3826163,134,0.23700931668281555
1703140087.8614545,135,0.23964840173721313
1703140099.380808,136,0.2285429835319519
1703140110.8642027,137,0.23325835168361664
1703140122.2445955,138,0.22599788010120392
1703140133.689909,139,0.2213772088289261
1703140145.3362515,140,0.23582759499549866
1703140156.9653182,141,0.22547999024391174
1703140168.7044578,142,0.23484568297863007
1703140180.4332829,143,0.23279626667499542
1703140191.9233544,144,0.23000586032867432
1703140203.4335413,145,0.21876174211502075
1703140215.0130322,146,0.22528772056102753
