Wall time,Step,Value
1703163832.6701393,1,0.15591374039649963
1703163846.1523263,2,0.10920774191617966
1703163859.9553485,3,0.09928908944129944
1703163873.5931304,4,0.08947638422250748
1703163887.2021127,5,0.08143505454063416
1703163900.636304,6,0.08231957256793976
1703163914.753644,7,0.08347579836845398
1703163928.728434,8,0.08791892230510712
1703163942.0935538,9,0.08289624750614166
1703163955.9224334,10,0.07859032601118088
1703163969.8516462,11,0.08293552696704865
1703163983.6996458,12,0.08204292505979538
1703163997.2613156,13,0.08193041384220123
1703164010.835978,14,0.08957964181900024
1703164024.5684016,15,0.085755854845047
1703164037.9529912,16,0.0960862785577774
1703164051.5647073,17,0.09503889083862305
1703164065.2249427,18,0.10193126648664474
1703164078.654607,19,0.09879127889871597
1703164092.642805,20,0.09897876530885696
1703164106.3183954,21,0.10064137727022171
1703164120.3497672,22,0.11161048710346222
1703164133.8959894,23,0.11628860235214233
1703164147.722149,24,0.121676966547966
1703164161.0387456,25,0.12363641709089279
1703164174.8643723,26,0.13200780749320984
1703164188.3746722,27,0.13688264787197113
1703164201.869614,28,0.12784196436405182
1703164215.9781744,29,0.15009471774101257
1703164229.563293,30,0.1280190795660019
1703164243.164435,31,0.146715447306633
1703164256.657104,32,0.16476213932037354
1703164270.2202253,33,0.13644939661026
1703164283.800125,34,0.13738085329532623
1703164297.5369642,35,0.14288826286792755
1703164311.3890808,36,0.143125981092453
1703164325.5463767,37,0.1677548587322235
1703164339.0301461,38,0.1474565863609314
1703164353.2427156,39,0.15811015665531158
1703164366.808119,40,0.15809211134910583
1703164379.9645598,41,0.16869963705539703
1703164393.709361,42,0.17282800376415253
1703164407.3850029,43,0.15922792255878448
1703164420.6094034,44,0.18559210002422333
1703164434.2123027,45,0.1640334129333496
1703164447.8372397,46,0.15632766485214233
1703164461.4550123,47,0.17265447974205017
1703164475.0635204,48,0.16372524201869965
1703164489.34889,49,0.1699453592300415
1703164502.678008,50,0.1566796898841858
1703164516.5338607,51,0.1626734882593155
1703164530.2984052,52,0.18187564611434937
1703164544.594976,53,0.18661616742610931
1703164560.4405217,54,0.16669704020023346
1703164575.7622206,55,0.18729162216186523
1703164588.9855475,56,0.17729508876800537
1703164602.7907643,57,0.1751631200313568
1703164616.386045,58,0.20024053752422333
1703164630.3098135,59,0.19040556252002716
1703164644.2790408,60,0.16911117732524872
1703164658.0398607,61,0.1843213140964508
1703164671.312102,62,0.19173140823841095
1703164684.9447823,63,0.1527038812637329
1703164699.6395423,64,0.18890680372714996
1703164713.7475438,65,0.18664412200450897
1703164727.886256,66,0.22069025039672852
1703164741.8026247,67,0.20173346996307373
1703164755.7570837,68,0.2013942450284958
1703164769.7358005,69,0.21049745380878448
1703164784.322391,70,0.19688422977924347
1703164798.0311928,71,0.19124835729599
1703164811.7589586,72,0.18415102362632751
1703164825.7959828,73,0.2079184353351593
1703164839.7853017,74,0.2116682529449463
1703164853.4736586,75,0.1842065453529358
1703164867.120851,76,0.2023058384656906
1703164881.0764623,77,0.20338988304138184
1703164894.776871,78,0.22450196743011475
1703164908.7562656,79,0.21283191442489624
1703164922.6814332,80,0.2008712738752365
1703164936.6852775,81,0.19802498817443848
1703164950.3509767,82,0.2338566929101944
1703164964.3208,83,0.20136365294456482
1703164977.9777093,84,0.21958455443382263
1703164992.1594071,85,0.21466803550720215
1703165005.7240732,86,0.19747117161750793
1703165019.5042403,87,0.22196435928344727
1703165033.2262385,88,0.20755736529827118
1703165047.1556706,89,0.19444069266319275
1703165061.1842847,90,0.20329223573207855
1703165074.9732435,91,0.205516517162323
1703165088.760811,92,0.20928414165973663
1703165102.7203887,93,0.2236083596944809
1703165117.0064251,94,0.20664353668689728
1703165131.0969467,95,0.20480771362781525
1703165145.282051,96,0.20621870458126068
1703165159.3157833,97,0.20332424342632294
1703165173.4796438,98,0.21555200219154358
1703165187.5779712,99,0.22678352892398834
1703165201.4801664,100,0.22618934512138367
1703165215.4099479,101,0.22175264358520508
1703165229.2194345,102,0.22516115009784698
1703165242.668102,103,0.2139260619878769
1703165256.111073,104,0.2496492564678192
1703165270.0636547,105,0.23481909930706024
1703165283.9169228,106,0.22077032923698425
1703165297.81963,107,0.22965914011001587
1703165311.5777254,108,0.20515181124210358
1703165325.7649002,109,0.22263039648532867
1703165339.5552063,110,0.23846885561943054
1703165353.3423805,111,0.21730060875415802
1703165366.9805186,112,0.23237289488315582
1703165380.6620023,113,0.2406921237707138
1703165393.9690993,114,0.23419007658958435
1703165407.560505,115,0.23797467350959778
1703165420.9712915,116,0.2369120568037033
1703165434.880809,117,0.2188301831483841
1703165448.7959416,118,0.24159641563892365
1703165462.8778696,119,0.25974446535110474
1703165477.027491,120,0.23088639974594116
1703165490.6179788,121,0.2535180151462555
1703165504.519973,122,0.2472510188817978
1703165518.2782803,123,0.22139112651348114
1703165532.0884173,124,0.253085196018219
1703165545.8315573,125,0.24190789461135864
1703165559.4698968,126,0.22713139653205872
1703165573.7100577,127,0.24942411482334137
1703165587.3119726,128,0.23560261726379395
1703165600.8166487,129,0.24944408237934113
1703165614.2988746,130,0.24761968851089478
1703165627.8304968,131,0.22247664630413055
1703165641.4035714,132,0.22311599552631378
1703165654.7583716,133,0.2258710414171219
1703165668.6007583,134,0.24148081243038177
1703165682.1659284,135,0.2300686240196228
1703165695.703845,136,0.24114380776882172
1703165709.184137,137,0.2270933985710144
1703165722.8593316,138,0.2258087694644928
1703165736.257734,139,0.23837198317050934
1703165750.0289614,140,0.2378184199333191
1703165763.4954498,141,0.2369537353515625
1703165777.0219953,142,0.24367362260818481
1703165790.1805348,143,0.25863760709762573
1703165803.651939,144,0.25975799560546875
1703165817.3139098,145,0.26624128222465515
1703165830.8887892,146,0.2858624756336212
1703165844.57204,147,0.27304568886756897
1703165858.2583413,148,0.2664763927459717
1703165871.8771899,149,0.27140939235687256
1703165885.431343,150,0.28039926290512085
1703165898.389407,151,0.26490724086761475
1703165911.9447415,152,0.26614251732826233
1703165925.5499043,153,0.2523675262928009
1703165938.8527277,154,0.2596648335456848
1703165952.3815792,155,0.26776328682899475
1703165966.479453,156,0.2626280188560486
1703165980.0338326,157,0.2891941964626312
1703165993.4315186,158,0.28961509466171265
1703166006.6265569,159,0.2656594514846802
1703166020.042645,160,0.27162545919418335
1703166033.564549,161,0.27810391783714294
1703166046.7853134,162,0.28147178888320923
1703166060.7078784,163,0.2855803668498993
1703166074.3297615,164,0.28105059266090393
1703166087.842872,165,0.2873687744140625
1703166101.2655516,166,0.29127374291419983
1703166114.859306,167,0.2952408194541931
1703166128.397536,168,0.299381285905838
1703166141.7274272,169,0.30313217639923096
1703166155.1837234,170,0.3064102232456207
1703166168.523656,171,0.3092355728149414
1703166182.014307,172,0.311638206243515
1703166195.261856,173,0.3136938214302063
1703166208.6662383,174,0.3154415190219879
1703166222.0069356,175,0.31696760654449463
1703166235.5346873,176,0.3183225989341736
1703166249.0636058,177,0.3195360600948334
1703166262.5590854,178,0.32064369320869446
1703166276.5213287,179,0.3216499090194702
1703166290.112686,180,0.32257041335105896
1703166303.6403096,181,0.3234383463859558
1703166317.301861,182,0.32424378395080566
1703166331.164129,183,0.3250015377998352
1703166344.7298207,184,0.32571619749069214
1703166360.8703725,185,0.32636788487434387
1703166374.4585857,186,0.3269862234592438
1703166387.687895,187,0.3275797963142395
1703166400.9378474,188,0.32816120982170105
1703166414.145528,189,0.32870614528656006
1703166427.5697117,190,0.32921794056892395
1703166440.9767632,191,0.3296954035758972
1703166454.399729,192,0.33013907074928284
1703166467.7065597,193,0.3305607736110687
1703166481.1474853,194,0.3309825658798218
1703166494.448332,195,0.3313838839530945
1703166507.862752,196,0.3317702114582062
1703166521.3845873,197,0.3321457505226135
1703166534.9760993,198,0.332518070936203
1703166548.509813,199,0.33287313580513
1703166562.0435436,200,0.33320826292037964
